TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE
PA140,A101,"Prepare and revise budget estimates for expected prosecution steps, fees, and response cycles. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA430,A104,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR410,A105,"Prepare and file affidavits, petitions, extensions, declarations, or change of correspondence for prosecution record. Coordinate with internal legal team members and paralegals on execution.",Partner,N,N
TR430,A104,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR410,A103,"Prepare and file affidavits, petitions, extensions, declarations, or change of correspondence for prosecution record. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA299,A104,"Complete IP prosecution work associated with task PA299 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA320,A105,"Draft non-provisional patent specification, claims, and abstract for CN filing covering biometric authentication embodiments. Coordinate with internal legal team members and paralegals on execution.",Associate,N,N
PA440,A101,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA710,A106,"Draft formal written opinion on registrability, patentability, or clearance implications for the proposed filing. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
PA720,A104,"Review IP portfolio status, identify upcoming renewals, and recommend prosecution priorities for the next quarter. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA230,A104,"Conduct clearance review of patent claims related to the autonomous driving module implementation and potential third-party coverage. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA230,A102,Conduct clearance review of patent claims related to the battery management system implementation and potential third-party coverage. Conduct targeted legal and factual research to support the task.,Associate,N,N
TR399,A111,Complete IP prosecution work associated with task TR399 and document outcomes for the client. Perform other related services as required by the matter. Also summarize key issues for client call and record action items in the prosecution log.,Associate,Y,N
TR270,A105,Verify trademark application status and renewal dates; update docket and notify client of deadlines. Coordinate with internal legal team members and paralegals on execution.,Associate,N,N
TR399,A103,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA399,A104,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA399,A101,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA730,A105,Draft assignment documents and record ownership changes with the relevant intellectual property office. Coordinate with internal legal team members and paralegals on execution.,Partner,N,N
PA410,A110,"Prepare and file information disclosure statement listing prior art references and related submission forms. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
PA199,A110,"Complete IP prosecution work associated with task PA199 and document outcomes for the client. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
PA299,A104,"Complete IP prosecution work associated with task PA299 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA450,A103,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR499,A109,"Complete IP prosecution work associated with task TR499 and document outcomes for the client. Attend examiner interview, hearing, or scheduled conference related to the matter.",Associate,N,N
TR499,A110,"Complete IP prosecution work associated with task TR499 and document outcomes for the client. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
TR199,A110,"Complete IP prosecution work associated with task TR199 and document outcomes for the client. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
PA630,A110,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
PA620,A103,"Draft preliminary amendment updating claims or application details prior to substantive examination. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA410,A106,Prepare and file information disclosure statement listing prior art references and related submission forms. Communicate with client and inventors to confirm instructions and approvals.,Paralegal,N,N
PA410,A104,"Prepare and file information disclosure statement listing prior art references and related submission forms. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA199,A104,"Complete IP prosecution work associated with task PA199 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA730,A103,"Draft assignment documents and record ownership changes with the relevant intellectual property office. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA320,A103,"Draft non-provisional patent specification, claims, and abstract for US filing covering payment tokenization process embodiments. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR750,A104,"Prepare and file domain name registration paperwork and coordinate with registrar for ownership confirmation. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR399,A104,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR770,A104,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA650,A108,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Communicate with the IP office, foreign agents, or other external parties.",Paralegal,N,N
PA140,A101,"Prepare and revise budget estimates for expected prosecution steps, fees, and response cycles. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA450,A108,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Communicate with the IP office, foreign agents, or other external parties.",Partner,N,N
PA630,A104,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA430,A106,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
PA410,A104,"Prepare and file information disclosure statement listing prior art references and related submission forms. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA210,A102,Perform patentability prior art search and analyze references relevant to the disclosed semiconductor packaging method. Conduct targeted legal and factual research to support the task.,Partner,N,N
TR430,A108,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Communicate with the IP office, foreign agents, or other external parties.",Paralegal,N,N
TR599,A103,"Complete IP prosecution work associated with task TR599 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR510,A103,"Prepare and file trademark application for {NAME_PLACEHOLDER} One covering online education services, including specimen and first-use information. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA530,A103,"Prepare design patent application, including figures coordination and design claim language for AU filing. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA330,A103,"Prepare design patent application, including figures coordination and design claim language for CN filing. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA510,A106,Draft and finalize provisional patent application materials for CA filing based on semiconductor packaging method disclosure. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
PA220,A102,Perform patentability prior art search and analyze references relevant to the disclosed autonomous driving module. Conduct targeted legal and factual research to support the task.,Partner,N,N
PA440,A108,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Communicate with the IP office, foreign agents, or other external parties.",Associate,N,N
PA630,A103,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA410,A108,"Prepare and file information disclosure statement listing prior art references and related submission forms. Communicate with the IP office, foreign agents, or other external parties.",Associate,N,N
TR430,A103,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
TR510,A110,"Prepare and file trademark application for {NAME_PLACEHOLDER} Labs covering medical diagnostic devices, including specimen and first-use information. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
TR499,A105,Complete IP prosecution work associated with task TR499 and document outcomes for the client. Coordinate with internal legal team members and paralegals on execution.,Paralegal,N,N
PA450,A112,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Bill travel time associated with in-person meeting, interview, or hearing.",Associate,N,N
PA450,A105,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Coordinate with internal legal team members and paralegals on execution.",Associate,N,N
PA450,A106,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
PA430,A106,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
PA340,A101,"Prepare plant patent application materials, including deposit documentation and drawings, for EP filing. Plan work, outline next steps, and coordinate internal timelines.",Paralegal,N,N
PA430,A108,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Communicate with the IP office, foreign agents, or other external parties.",Paralegal,N,N
PA320,A103,"Draft non-provisional patent specification, claims, and abstract for GB filing covering semiconductor packaging method embodiments. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR140,A101,"Prepare and revise budget estimates for expected prosecution steps, fees, and response cycles. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
TR440,A108,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Communicate with the IP office, foreign agents, or other external parties.",Associate,N,N
TR760,A104,"Prepare and file domain name registration paperwork and coordinate with registrar for ownership confirmation. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA310,A102,Draft and finalize provisional patent application materials for JP filing based on data compression algorithm disclosure. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
PA450,A103,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA630,A108,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Communicate with the IP office, foreign agents, or other external parties.",Paralegal,N,N
PA210,A102,Perform patentability prior art search and analyze references relevant to the disclosed payment tokenization process. Conduct targeted legal and factual research to support the task.,Associate,N,N
PA420,A110,"Draft preliminary amendment updating claims or application details prior to substantive examination. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
PA299,A104,"Complete IP prosecution work associated with task PA299 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA340,A103,"Prepare plant patent application materials, including deposit documentation and drawings, for AU filing. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
TR399,A103,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
TR599,A104,"Complete IP prosecution work associated with task TR599 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR310,A106,"Prepare and file trademark application for {NAME_PLACEHOLDER} Labs covering online education services, including specimen and first-use information. Communicate with client and inventors to confirm instructions and approvals.",Partner,N,N
PA410,A103,"Prepare and file information disclosure statement listing prior art references and related submission forms. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA199,A103,"Complete IP prosecution work associated with task PA199 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA340,A103,"Prepare plant patent application materials, including deposit documentation and drawings, for CA filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA720,A105,"Review IP portfolio status, identify upcoming renewals, and recommend prosecution priorities for the next quarter. Coordinate with internal legal team members and paralegals on execution.",Partner,N,N
PA399,A104,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA350,A103,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA199,A104,"Complete IP prosecution work associated with task PA199 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR399,A104,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR220,A106,Run preliminary trademark registerability search for {NAME_PLACEHOLDER} Cloud and assess obvious conflicts and refusals. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
TR740,A110,"Negotiate and draft IP license provisions and coordinate execution and recordkeeping for compliance. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
PA450,A104,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA350,A104,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA320,A101,"Draft non-provisional patent specification, claims, and abstract for EP filing covering autonomous driving module embodiments. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA299,A110,"Complete IP prosecution work associated with task PA299 and document outcomes for the client. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
PA350,A103,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA399,A103,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA299,A102,Complete IP prosecution work associated with task PA299 and document outcomes for the client. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
TR430,A110,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
TR399,A104,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR310,A104,"Prepare and file trademark application for {NAME_PLACEHOLDER} Cloud covering clothing and apparel, including specimen and first-use information. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA399,A103,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA510,A103,"Draft and finalize provisional patent application materials for US filing based on medical device actuator disclosure. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA599,A103,"Complete IP prosecution work associated with task PA599 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA270,A102,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Conduct targeted legal and factual research to support the task.",Associate,N,N
PA720,A106,"Review IP portfolio status, identify upcoming renewals, and recommend prosecution priorities for the next quarter. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
PA440,A104,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
TR399,A106,Complete IP prosecution work associated with task TR399 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
TR310,A106,"Prepare and file trademark application for {NAME_PLACEHOLDER} Edge covering online education services, including specimen and first-use information. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
TR110,A106,Conduct initial inventor and stakeholder interviews to confirm facts and scope for new IP matter. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
PA320,A101,"Draft non-provisional patent specification, claims, and abstract for KR filing covering data compression algorithm embodiments. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA120,A104,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA530,A102,"Prepare design patent application, including figures coordination and design claim language for GB filing. Conduct targeted legal and factual research to support the task.",Partner,N,N
PA440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA430,A104,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA230,A110,"Conduct clearance review of patent claims related to the semiconductor packaging method implementation and potential third-party coverage. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA210,A101,"Perform patentability prior art search and analyze references relevant to the disclosed network intrusion detection. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
TR130,A110,"Organize matter files, update docket dates, and maintain prosecution record for reliable reporting. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
TR299,A102,Complete IP prosecution work associated with task TR299 and document outcomes for the client. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
TR499,A106,Complete IP prosecution work associated with task TR499 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
PA350,A104,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA340,A106,"Prepare plant patent application materials, including deposit documentation and drawings, for EP filing. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
PA450,A112,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Bill travel time associated with in-person meeting, interview, or hearing.",Paralegal,N,N
PA350,A111,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Perform other related services as required by the matter. Also summarize key issues for client call and record action items in the prosecution log.",Associate,Y,N
PA410,A103,"Prepare and file information disclosure statement listing prior art references and related submission forms. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA299,A104,"Complete IP prosecution work associated with task PA299 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA230,A106,Conduct clearance review of patent claims related to the payment tokenization process implementation and potential third-party coverage. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
TR120,A101,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
TR120,A104,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR399,A105,Complete IP prosecution work associated with task TR399 and document outcomes for the client. Coordinate with internal legal team members and paralegals on execution.,Associate,N,N
PA650,A104,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA730,A104,"Draft assignment documents and record ownership changes with the relevant intellectual property office. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA499,A103,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA730,A105,Draft assignment documents and record ownership changes with the relevant intellectual property office. Coordinate with internal legal team members and paralegals on execution.,Associate,N,N
PA220,A102,Perform patentability prior art search and analyze references relevant to the disclosed semiconductor packaging method. Conduct targeted legal and factual research to support the task.,Associate,N,N
PA499,A103,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA210,A104,"Perform patentability prior art search and analyze references relevant to the disclosed optical imaging lens system. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
TR430,A106,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
TR510,A105,"Prepare and file trademark application for {NAME_PLACEHOLDER} Secure covering telecommunications services, including specimen and first-use information. Coordinate with internal legal team members and paralegals on execution.",Associate,N,N
TR399,A103,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA330,A105,"Prepare design patent application, including figures coordination and design claim language for AU filing. Coordinate with internal legal team members and paralegals on execution.",Associate,N,N
PA110,A101,"Conduct initial inventor and stakeholder interviews to confirm facts and scope for new IP matter. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA320,A110,"Draft non-provisional patent specification, claims, and abstract for CA filing covering payment tokenization process embodiments. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
PA220,A104,"Perform patentability prior art search and analyze references relevant to the disclosed payment tokenization process. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA330,A103,"Prepare design patent application, including figures coordination and design claim language for KR filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA450,A110,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA430,A103,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
TR230,A104,"Perform full trademark clearance search for {NAME_PLACEHOLDER} Secure covering computer hardware and analyze likelihood of confusion. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
TR440,A106,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Communicate with client and inventors to confirm instructions and approvals.",Partner,N,N
TR270,A105,Verify trademark application status and renewal dates; update docket and notify client of deadlines. Coordinate with internal legal team members and paralegals on execution.,Associate,N,N
PA499,A103,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA250,A102,Set up publication watch alerts and review newly published applications for potential conflicts. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
PA220,A104,"Perform patentability prior art search and analyze references relevant to the disclosed optical imaging lens system. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA230,A106,Conduct clearance review of patent claims related to the data compression algorithm implementation and potential third-party coverage. Communicate with client and inventors to confirm instructions and approvals.,Paralegal,N,N
PA440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA640,A105,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Coordinate with internal legal team members and paralegals on execution.",Paralegal,N,N
PA430,A109,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Attend examiner interview, hearing, or scheduled conference related to the matter.",Associate,N,N
TR130,A110,"Organize matter files, update docket dates, and maintain prosecution record for reliable reporting. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
TR499,A109,"Complete IP prosecution work associated with task TR499 and document outcomes for the client. Attend examiner interview, hearing, or scheduled conference related to the matter.",Paralegal,N,N
TR499,A106,Complete IP prosecution work associated with task TR499 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA450,A101,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA220,A102,Perform patentability prior art search and analyze references relevant to the disclosed autonomous driving module. Conduct targeted legal and factual research to support the task.,Associate,N,N
PA350,A103,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA230,A102,Conduct clearance review of patent claims related to the data compression algorithm implementation and potential third-party coverage. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
PA199,A101,"Complete IP prosecution work associated with task PA199 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA210,A111,Perform patentability prior art search and analyze references relevant to the disclosed edge computing pipeline. Perform other related services as required by the matter. Also review docket deadlines and coordinate e-filing confirmations with paralegal team.,Paralegal,Y,N
PA270,A104,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR310,A104,"Prepare and file trademark application for {NAME_PLACEHOLDER} Secure covering financial services, including specimen and first-use information. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR599,A104,"Complete IP prosecution work associated with task TR599 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR770,A104,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA350,A104,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA130,A110,"Organize matter files, update docket dates, and maintain prosecution record for reliable reporting. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
PA440,A105,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Coordinate with internal legal team members and paralegals on execution.",Paralegal,N,N
PA440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA420,A101,"Draft preliminary amendment updating claims or application details prior to substantive examination. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA310,A106,Draft and finalize provisional patent application materials for CA filing based on edge computing pipeline disclosure. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA270,A110,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
TR230,A110,"Perform full trademark clearance search for {NAME_PLACEHOLDER} Labs covering restaurant services and analyze likelihood of confusion. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
TR230,A101,"Perform full trademark clearance search for {NAME_PLACEHOLDER} Edge covering restaurant services and analyze likelihood of confusion. Plan work, outline next steps, and coordinate internal timelines.",Paralegal,N,N
TR499,A104,"Complete IP prosecution work associated with task TR499 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA299,A110,"Complete IP prosecution work associated with task PA299 and document outcomes for the client. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA210,A110,"Perform patentability prior art search and analyze references relevant to the disclosed optical imaging lens system. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
PA350,A103,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA320,A103,"Draft non-provisional patent specification, claims, and abstract for GB filing covering industrial robotics gripper embodiments. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA270,A106,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
PA650,A111,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Perform other related services as required by the matter. Also review docket deadlines and coordinate e-filing confirmations with paralegal team.",Associate,Y,N
PA420,A105,Draft preliminary amendment updating claims or application details prior to substantive examination. Coordinate with internal legal team members and paralegals on execution.,Associate,N,N
TR230,A102,Perform full trademark clearance search for {NAME_PLACEHOLDER} Cloud covering clothing and apparel and analyze likelihood of confusion. Conduct targeted legal and factual research to support the task.,Associate,N,N
TR270,A101,"Verify trademark application status and renewal dates; update docket and notify client of deadlines. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
TR250,A105,Monitor trademark publications for potential conflicts and prepare periodic watch report for the portfolio. Coordinate with internal legal team members and paralegals on execution.,Partner,N,N
PA110,A103,"Conduct initial inventor and stakeholder interviews to confirm facts and scope for new IP matter. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA450,A106,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Communicate with client and inventors to confirm instructions and approvals.",Partner,N,N
PA270,A105,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Coordinate with internal legal team members and paralegals on execution.",Associate,N,N
PA220,A104,"Perform patentability prior art search and analyze references relevant to the disclosed battery management system. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA320,A110,"Draft non-provisional patent specification, claims, and abstract for JP filing covering wireless sensor embodiments. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
PA399,A106,Complete IP prosecution work associated with task PA399 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA510,A101,"Draft and finalize provisional patent application materials for CA filing based on industrial robotics gripper disclosure. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
TR710,A110,"Draft formal written opinion on registrability, patentability, or clearance implications for the proposed filing. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
