LINE_ITEM_TYPE,TASK_CODE,ACTIVITY_CODE,EXPENSE_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE,MISMATCH,PROHIBITED_ADMIN,MIN_AMOUNT,MAX_AMOUNT,MIN_UNITS,MAX_UNITS,UNIT_COST,RECEIPT_REQUIRED,GENERATE_RECEIPT
FEE,L400,A113,,Analyze exhibit set for hearing strategy regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A109,,Prepare and serve subpoenas regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A112,,Mentor Associate on brief structure re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft reply brief re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft opposition to motion to compel re mediation planning,Associate,N,N,N,N,,,,,,,
FEE,L400,A101,,Draft pretrial conference statement re settlement framework with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L300,A103,,Prepare deposition plan and witness outline regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition re settlement framework to {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft motion to dismiss regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L430,A107,,Draft responses to RFPs and RFAs re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Prepare interrogatories and RFPs regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L200,A113,,Analyze brief authorities and record citations,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline regarding expert strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A103,,Analyze brief authorities and record citations re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A113,,Analyze exhibit set for hearing strategy re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Evaluate removal/remand options regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A109,,Track discovery deficiencies re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft opposition to motion to compel re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare and serve subpoenas regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare trial notebook sections,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft notice of deposition re motion practice,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L120,A112,,Review case assessment and litigation priorities re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L110,A101,,Strategy conference re case posture re settlement framework with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L320,A113,,Review document set for production issues re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A107,,Review document vendor output for production issues re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft reply brief re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline re mediation planning with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L300,A103,,Review motion package for local rule compliance regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L120,A112,,Review case assessment and litigation priorities regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Analyze privilege log entries regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L400,A101,,Prepare for settlement conference re trial preparation,Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft motion to dismiss re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Mentor Associate on brief structure re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L500,A112,,Prepare witness availability chart,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition strategy for {NAME_PLACEHOLDER} re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L330,A106,,Assess risk and exposure estimates regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A101,,Prepare for settlement conference re trial preparation with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L200,A101,,Mentor Associate on brief structure re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L100,A113,,Review correspondence for litigation strategy re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A103,,Prepare deposition plan and witness outline regarding procedural strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L120,A105,,Research sanctions standards re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L400,A103,,Prepare exhibit list cross-references re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L120,A103,,Prepare deposition plan and witness outline regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L330,A111,,Prepare witness availability chart re compliance with local rules,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A107,,Draft subpoena to third party re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L400,A101,,Draft pretrial conference statement regarding procedural strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A112,,Review case assessment and litigation priorities re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Track discovery deficiencies regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Analyze document production for key facts regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L330,A105,,Prepare jury instructions research re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L120,A112,,Review case assessment and litigation priorities re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy regarding expert strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L200,A110,,Prepare deposition cross outline re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Review discovery plan and priorities regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L130,A110,,Compile record citations re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A110,,Finalize motion submission strategy regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing exhibit strategy and witness materials re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition outline for {NAME_PLACEHOLDER} re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L200,A112,,Review trial exhibit list re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L240,A109,,Prepare witness examination outlines re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition outline for {NAME_PLACEHOLDER} re mediation planning,Associate,N,N,N,N,,,,,,,
FEE,L400,A107,,Draft protective order regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A112,,Review discovery plan and priorities; Analyze opposing counsel tactics regarding litigation strategy; Evaluate appeal issues,Partner,Y,N,N,N,,,,,,,
FEE,L230,A105,,Prepare jury instructions research re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Compile record citations regarding deposition strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A107,,Draft statement of undisputed facts regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A112,,Review discovery plan and priorities regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L110,A105,,Research expert admissibility (Daubert),Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition strategy for {NAME_PLACEHOLDER} re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A106,,Outline oral argument themes re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L400,A103,,Compile record citations re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L110,A101,,Conference with {NAME_PLACEHOLDER} re strategy re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Analyze upcoming litigation milestones regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft opposition to motion to compel regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,High-level review of draft motion regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A105,,Prepare jury instructions research re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Revise privilege log entries re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,High-level review of draft motion regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline regarding litigation strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L110,A107,,Analyze case chronology regarding expert strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare interrogatories and RFPs regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A112,,Review discovery plan and priorities regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L110,A101,,Strategy conference re case posture re mediation planning with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft initial disclosures re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L110,A111,,Evaluate settlement options regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A102,,Prepare interrogatories and RFPs regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L100,A107,,Draft joint case management statement regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A101,,Draft pretrial conference statement re mediation planning with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L120,A103,,Prepare deposition plan and witness outline regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L220,A107,,Draft initial disclosures re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L120,A106,,Analyze case chronology regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Review and analyze case law updates; Review and summarize deposition transcript re motion practice; Draft motion for summary judgment re motion practice; Draft responses to RFPs and RFAs,Associate,Y,N,N,N,,,,,,,
FEE,L200,A105,,Legal research on dispositive issues re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Assess risk and exposure estimates regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L200,A110,,Analyze upcoming litigation milestones re motion practice,Paralegal,N,N,N,N,,,,,,,
FEE,L210,A101,,Prepare for settlement conference re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft motion for summary judgment regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A109,,Evaluate removal/remand options re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L120,A102,,Analyze service requirements under applicable rules regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A107,,Draft protective order re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L200,A105,,Research expert admissibility (Daubert) re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A104,,Prepare interrogatories and RFPs re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L300,A105,,Research expert admissibility (Daubert) regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L200,A111,,Attend hearing and argue motion re trial preparation,Partner,N,N,N,N,,,,,,,
FEE,L230,A105,,Prepare jury instructions research re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L300,A109,,Track discovery deficiencies regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A113,,Analyze privilege log entries re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L110,A113,,Review correspondence for litigation strategy regarding expert strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A101,,Prepare for settlement conference re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L300,A105,,Track discovery deficiencies re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L240,A109,,Outline oral argument themes re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft mediation brief regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L520,A105,,Research sanctions standards re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L200,A110,,Prepare deposition cross outline re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L500,A110,,Evaluate settlement options re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L300,A104,,Track discovery deficiencies,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A111,,Analyze privilege log entries re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A113,,Review document set for production issues re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L430,A112,,Review opposing expert report,Associate,N,N,N,N,,,,,,,
FEE,L300,A104,,Track discovery deficiencies,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A103,,Prepare deposition plan and witness outline re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A110,,Approve deposition strategy re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L130,A107,,Evaluate removal/remand options re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft responses to RFPs and RFAs regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L400,A107,,Draft protective order regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript re compliance with local rules with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L120,A113,,Review correspondence for litigation strategy re compliance with local rules,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A103,,Review document vendor output for production issues regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A109,,Track discovery deficiencies re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L320,A112,,Analyze opposing counsel tactics regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A105,,Assess risk and exposure estimates re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L200,A102,,Finalize motion submission strategy re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A104,,Prepare interrogatories and RFPs re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,High-level review of draft motion; Outline oral argument themes re mediation planning; Approve final brief for court submission re mediation planning; Review expert retention strategy re settlement framework; Analyze opposing counsel tactics re settlement framework,Partner,Y,N,N,N,,,,,,,
FEE,L420,A107,,Draft statement of undisputed facts re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L210,A107,,Draft statement of undisputed facts re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L400,A101,,Draft pretrial conference statement regarding litigation strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition regarding procedural strategy to {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L120,A102,,Meet and confer with opposing counsel regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L420,A107,,Draft statement of undisputed facts re settlement framework,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline regarding expert strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L110,A101,,Strategy conference re case posture,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A112,,Review trial exhibit list regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Review discovery plan and priorities regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Revise discovery responses regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A113,,Analyze exhibit set for hearing strategy re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A110,,Approve deposition strategy re motion practice with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L200,A105,,Research expert admissibility (Daubert) re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L310,A107,,Draft initial disclosures,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Review expert retention strategy regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A105,,Track discovery deficiencies re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A103,,Approve final brief for court submission re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Analyze upcoming litigation milestones regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare witness availability chart regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft joint case management statement regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft protective order re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft protective order regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A107,,Draft protective order re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L120,A105,,Research sanctions standards regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Revise privilege log entries re discovery issues,Associate,N,N,N,N,,,,,,,
FEE,L110,A101,,Strategy conference re case posture re settlement framework with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L200,A111,,Attend hearing and argue motion regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L110,A101,,Prepare and serve subpoenas regarding expert strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A106,,Prepare trial notebook sections re discovery issues,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A107,,Draft initial disclosures re compliance with local rules,Associate,N,N,N,N,,,,,,,
FEE,L400,A101,,Draft pretrial conference statement re settlement framework with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L400,A112,,Analyze document production for key facts re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L200,A109,,Approve final brief for court submission,Partner,N,N,N,N,,,,,,,
FEE,L110,A101,,Strategy conference re case posture re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L400,A102,,Meet and confer with opposing counsel re trial preparation with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L310,A108,,Prepare witness availability chart re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A101,,Draft pretrial conference statement re mediation planning with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L240,A101,,Prepare for settlement conference re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L400,A103,,Compile record citations re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A111,,Evaluate settlement options re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition strategy for {NAME_PLACEHOLDER} regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L400,A103,,Review motion package for local rule compliance re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L110,A101,,Conference with {NAME_PLACEHOLDER} re strategy regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare witness availability chart regarding deposition strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L240,A112,,Analyze opposing counsel tactics re mediation planning,Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare exhibit list cross-references regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Evaluate removal/remand options regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L200,A110,,Finalize motion submission strategy regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft reply brief regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L400,A101,,Evaluate settlement options regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A103,,Review motion package for local rule compliance regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L400,A102,,Prepare exhibit list cross-references regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A101,,Draft pretrial conference statement re trial preparation with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L400,A107,,Draft protective order regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L320,A111,,Evaluate removal/remand options regarding procedural strategy,Partner,N,N,N,N,,,,,,,
FEE,L440,A103,,Review motion package for local rule compliance regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition re trial preparation to {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L330,A103,,Analyze privilege log entries,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition cross outline regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy re settlement framework,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A106,,Analyze case chronology regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A113,,Review correspondence for litigation strategy regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A107,,Revise privilege log entries regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft motion to dismiss re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Prepare interrogatories and RFPs regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L240,A101,,Prepare for settlement conference re mediation planning with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L400,A101,,Strategy conference re case posture re trial preparation with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Track discovery deficiencies regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft motion for summary judgment,Associate,N,N,N,N,,,,,,,
FEE,L200,A101,,Draft pretrial conference statement re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and analyze case law updates regarding deposition strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft notice of deposition regarding expert strategy to {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L410,A111,,Assess risk and exposure estimates re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L200,A110,,Analyze brief authorities and record citations regarding deposition strategy with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Outline oral argument themes regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L200,A101,,Revise privilege log entries regarding deposition strategy; Draft pretrial conference statement regarding litigation strategy; Draft motion for summary judgment regarding procedural strategy,Associate,Y,N,N,N,,,,,,,
FEE,L200,A107,,Draft protective order re motion practice,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy re discovery issues,Partner,N,N,N,N,,,,,,,
FEE,L400,A103,,Prepare deposition plan and witness outline re trial preparation with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
FEE,L110,A107,,Draft notice of removal regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft protective order regarding deposition strategy with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L210,A105,,Analyze service requirements under applicable rules,Paralegal,N,N,N,N,,,,,,,
FEE,L120,A102,,Evaluate settlement options regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L320,A105,,Research sanctions standards,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L300,A113,,Review correspondence for litigation strategy regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A102,,Meet and confer with opposing counsel re motion practice with {NAME_PLACEHOLDER},Associate,N,N,N,N,,,,,,,
FEE,L120,A112,,Review case assessment and litigation priorities regarding litigation strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A109,,Prepare and serve subpoenas re trial preparation,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A112,,Analyze opposing counsel tactics re motion practice,Partner,N,N,N,N,,,,,,,
FEE,L400,A105,,Research sanctions standards re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L500,A104,,Evaluate appeal issues,Partner,N,N,N,N,,,,,,,
FEE,L200,A105,,Finalize motion submission strategy re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft reply brief re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L200,A103,,Mentor Associate on brief structure regarding expert strategy,Partner,N,N,N,N,,,,,,,
FEE,L300,A107,,Draft statement of undisputed facts re compliance with local rules; Draft initial disclosures re trial preparation; Prepare interrogatories and RFPs regarding deposition strategy,Associate,Y,N,N,N,,,,,,,
FEE,L240,A112,,Analyze opposing counsel tactics re settlement framework,Partner,N,N,N,N,,,,,,,
FEE,L400,A112,,Review trial exhibit list re trial preparation,Partner,N,N,N,N,,,,,,,
FEE,L400,A107,,Draft responses to RFPs and RFAs re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L200,A107,,Draft opposition to motion to compel re trial preparation,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Approve deposition strategy re mediation planning with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L300,A110,,Prepare deposition strategy for {NAME_PLACEHOLDER} regarding litigation strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L110,A107,,Draft subpoena to third party regarding expert strategy,Associate,N,N,N,N,,,,,,,
FEE,L300,A110,,Review and summarize deposition transcript regarding procedural strategy,Associate,N,N,N,N,,,,,,,
FEE,L240,A104,,Analyze service requirements under applicable rules re mediation planning,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Evaluate removal/remand options regarding deposition strategy,Partner,N,N,N,N,,,,,,,
FEE,L400,A103,,Prepare exhibit list cross-references regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L120,A106,,Analyze upcoming litigation milestones regarding procedural strategy,Paralegal,N,N,N,N,,,,,,,
FEE,L300,A110,,Review expert retention strategy regarding deposition strategy with {NAME_PLACEHOLDER},Partner,N,N,N,N,,,,,,,
FEE,L120,A112,,Review case assessment and litigation priorities re compliance with local rules,Partner,N,N,N,N,,,,,,,
FEE,L120,A107,,Draft statement of undisputed facts regarding litigation strategy,Associate,N,N,N,N,,,,,,,
FEE,L400,A111,,Prepare hearing strategy re compliance with local rules with {NAME_PLACEHOLDER},Paralegal,N,N,N,N,,,,,,,
