LINE_ITEM_TYPE,TASK_CODE,ACTIVITY_CODE,EXPENSE_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE,MISMATCH,PROHIBITED_ADMIN,MIN_AMOUNT,MAX_AMOUNT,MIN_UNITS,MAX_UNITS,UNIT_COST,RECEIPT_REQUIRED,GENERATE_RECEIPT
FEE,MF10,A106,,Advise client regarding HSR filing requirements for the seller in a minority investment with acquisition rights involving a food and beverage business with material operations in Singapore; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding regulatory filing strategy for the target company in a asset purchase involving a telecommunications business with material operations in Germany; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to HSR filing requirements for the target company in a public company merger involving a medical devices business with material operations in Massachusetts; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding market definition issues for the strategic acquirer in a cross-border acquisition involving a consumer products business with material operations in Japan; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding market definition issues for the target company in a cross-border acquisition involving a industrial manufacturing business with material operations in France; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding HSR filing requirements for the buyer in a public company merger involving a biotechnology business with material operations in the United Kingdom; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze clean-team procedures for the seller in a bolt-on acquisition involving a telecommunications business with material operations in Delaware; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding foreign competition filing requirements for the target company in a going-private transaction involving a biotechnology business with material operations in Massachusetts; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing customer concentration information for the private equity sponsor in a divestiture involving a data analytics business with material operations in Singapore; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to competitive overlap analysis for the buyer in a going-private transaction involving a SaaS business with material operations in Singapore; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze regulatory filing strategy for the seller in a minority investment with acquisition rights involving a industrial manufacturing business with material operations in New York; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze second-request preparedness for the target company in a statutory merger involving a medical devices business with material operations in the Netherlands; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding second-request preparedness for the private equity sponsor in a public company merger involving a enterprise software business with material operations in California; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing regulatory filing strategy for the strategic acquirer in a private equity acquisition involving a food and beverage business with material operations in New York; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to clean-team procedures for the strategic acquirer in a carve-out acquisition involving a e-commerce business with material operations in Canada; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning competitive overlap analysis for the strategic acquirer in a public company merger involving a professional services business with material operations in Texas; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding gun-jumping restrictions for the target company in a tender offer involving a semiconductors business with material operations in Canada; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding gun-jumping restrictions for the target company in a statutory merger involving a biotechnology business with material operations in Singapore; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding foreign competition filing requirements for the private equity sponsor in a reverse triangular merger involving a renewable energy business with material operations in Illinois; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning competitive overlap analysis for the seller in a private equity acquisition involving a e-commerce business with material operations in Ireland; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding gun-jumping restrictions for the buyer in a going-private transaction involving a industrial manufacturing business with material operations in Ireland; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding antitrust risk assessment for the private equity sponsor in a stock purchase involving a fintech business with material operations in the Netherlands; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to second-request preparedness for the seller in a reverse triangular merger involving a enterprise software business with material operations in Germany; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding gun-jumping restrictions for the strategic acquirer in a statutory merger involving a specialty chemicals business with material operations in France; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning competitive overlap analysis for the seller in a private equity acquisition involving a logistics business with material operations in California; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze antitrust risk assessment for the target company in a stock purchase involving a logistics business with material operations in Illinois; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning foreign competition filing requirements for the buyer in a statutory merger involving a SaaS business with material operations in Singapore; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding regulator information request for the private equity sponsor in a reverse triangular merger involving a enterprise software business with material operations in Delaware; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning regulator information request for the buyer in a statutory merger involving a professional services business with material operations in the Netherlands; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing clean-team procedures for the target company in a tender offer involving a medical devices business with material operations in Canada; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing customer concentration information for the strategic acquirer in a statutory merger involving a fintech business with material operations in the United Kingdom; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to market definition issues for the strategic acquirer in a carve-out acquisition involving a cybersecurity business with material operations in New York; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding regulatory filing strategy for the seller in a bolt-on acquisition involving a fintech business with material operations in Canada; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to HSR filing requirements for the target company in a stock purchase involving a biotechnology business with material operations in Japan; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding regulator information request for the strategic acquirer in a public company merger involving a professional services business with material operations in the United Kingdom; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing market definition issues for the strategic acquirer in a sale of a business division involving a consumer products business with material operations in California; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding clean-team procedures for the seller in a private equity acquisition involving a medical devices business with material operations in New York; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze competitive overlap analysis for the target company in a minority investment with acquisition rights involving a industrial manufacturing business with material operations in Germany; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to gun-jumping restrictions for the buyer in a carve-out acquisition involving a medical devices business with material operations in France; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to foreign competition filing requirements for the private equity sponsor in a cross-border acquisition involving a food and beverage business with material operations in the Netherlands; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning HSR filing requirements for the strategic acquirer in a bolt-on acquisition involving a semiconductors business with material operations in Germany; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze HSR filing requirements for the strategic acquirer in a going-private transaction involving a semiconductors business with material operations in Illinois; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to HSR filing requirements for the target company in a public company merger involving a telecommunications business with material operations in Texas; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing HSR filing requirements for the strategic acquirer in a bolt-on acquisition involving a telecommunications business with material operations in the United Kingdom; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing competitive overlap analysis for the buyer in a carve-out acquisition involving a cybersecurity business with material operations in Delaware; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding clean-team procedures for the strategic acquirer in a bolt-on acquisition involving a renewable energy business with material operations in Massachusetts; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing customer concentration information for the strategic acquirer in a minority investment with acquisition rights involving a e-commerce business with material operations in France; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding HSR filing requirements for the target company in a cross-border acquisition involving a healthcare services business with material operations in Illinois; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing customer concentration information for the seller in a cross-border acquisition involving a professional services business with material operations in Texas; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding competitive overlap analysis for the buyer in a stock purchase involving a telecommunications business with material operations in Massachusetts; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding market definition issues for the seller in a private equity acquisition involving a telecommunications business with material operations in Singapore; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding regulator information request for the strategic acquirer in a cross-border acquisition involving a renewable energy business with material operations in the United Kingdom; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding gun-jumping restrictions for the buyer in a public company merger involving a food and beverage business with material operations in France; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to regulator information request for the private equity sponsor in a management buyout involving a semiconductors business with material operations in Germany; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning HSR filing requirements for the private equity sponsor in a strategic acquisition involving a semiconductors business with material operations in Canada; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to second-request preparedness for the target company in a minority investment with acquisition rights involving a telecommunications business with material operations in Germany; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding competitive overlap analysis for the strategic acquirer in a private equity acquisition involving a cybersecurity business with material operations in New York; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to regulator information request for the target company in a reverse triangular merger involving a e-commerce business with material operations in Canada; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning antitrust risk assessment for the target company in a statutory merger involving a professional services business with material operations in France; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze antitrust risk assessment for the seller in a private equity acquisition involving a insurance business with material operations in the United Kingdom; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing clean-team procedures for the private equity sponsor in a reverse triangular merger involving a telecommunications business with material operations in the United Kingdom; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding HSR filing requirements for the private equity sponsor in a going-private transaction involving a healthcare services business with material operations in Japan; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding regulatory filing strategy for the target company in a going-private transaction involving a data analytics business with material operations in Illinois; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding market definition issues for the seller in a tender offer involving a enterprise software business with material operations in Canada; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding foreign competition filing requirements for the strategic acquirer in a sale of a business division involving a biotechnology business with material operations in Germany; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding competitive overlap analysis for the strategic acquirer in a sale of a business division involving a logistics business with material operations in France; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to clean-team procedures for the strategic acquirer in a divestiture involving a enterprise software business with material operations in Australia; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding clean-team procedures for the strategic acquirer in a public company merger involving a enterprise software business with material operations in Massachusetts; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze customer concentration information for the seller in a statutory merger involving a biotechnology business with material operations in the Netherlands; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to antitrust risk assessment for the private equity sponsor in a going-private transaction involving a insurance business with material operations in Delaware; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze regulatory filing strategy for the target company in a divestiture involving a data analytics business with material operations in Ireland; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze gun-jumping restrictions for the target company in a carve-out acquisition involving a data analytics business with material operations in California; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze customer concentration information for the buyer in a bolt-on acquisition involving a enterprise software business with material operations in Singapore; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze second-request preparedness for the private equity sponsor in a bolt-on acquisition involving a semiconductors business with material operations in Delaware; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing HSR filing requirements for the private equity sponsor in a going-private transaction involving a logistics business with material operations in the Netherlands; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing competitive overlap analysis for the seller in a going-private transaction involving a specialty chemicals business with material operations in California; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding HSR filing requirements for the strategic acquirer in a statutory merger involving a telecommunications business with material operations in Australia; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing foreign competition filing requirements for the strategic acquirer in a bolt-on acquisition involving a biotechnology business with material operations in Canada; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning antitrust risk assessment for the target company in a asset purchase involving a semiconductors business with material operations in Delaware; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning regulator information request for the private equity sponsor in a cross-border acquisition involving a biotechnology business with material operations in California; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning customer concentration information for the seller in a public company merger involving a biotechnology business with material operations in New York; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding regulator information request for the buyer in a management buyout involving a telecommunications business with material operations in Texas; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding clean-team procedures for the buyer in a cross-border acquisition involving a insurance business with material operations in Germany; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing regulator information request for the private equity sponsor in a statutory merger involving a automotive technology business with material operations in California; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding regulatory filing strategy for the target company in a carve-out acquisition involving a consumer products business with material operations in Illinois; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing HSR filing requirements for the seller in a carve-out acquisition involving a healthcare services business with material operations in Germany; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning foreign competition filing requirements for the buyer in a carve-out acquisition involving a insurance business with material operations in the Netherlands; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A103,,Draft regulatory submission materials addressing customer concentration information for the private equity sponsor in a going-private transaction involving a automotive technology business with material operations in Delaware; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding second-request preparedness for the seller in a carve-out acquisition involving a biotechnology business with material operations in Ireland; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding market definition issues for the private equity sponsor in a management buyout involving a insurance business with material operations in France; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding gun-jumping restrictions for the target company in a going-private transaction involving a renewable energy business with material operations in Japan; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding antitrust risk assessment for the private equity sponsor in a stock purchase involving a automotive technology business with material operations in California; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding regulator information request for the seller in a cross-border acquisition involving a specialty chemicals business with material operations in Texas; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding customer concentration information for the buyer in a bolt-on acquisition involving a logistics business with material operations in California; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding regulatory filing strategy for the target company in a public company merger involving a consumer products business with material operations in California; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning antitrust risk assessment for the strategic acquirer in a cross-border acquisition involving a specialty chemicals business with material operations in Japan; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding foreign competition filing requirements for the buyer in a reverse triangular merger involving a food and beverage business with material operations in Massachusetts; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze regulator information request for the target company in a private equity acquisition involving a cybersecurity business with material operations in Ireland; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding regulatory filing strategy for the target company in a asset purchase involving a specialty chemicals business with material operations in Texas; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding second-request preparedness for the target company in a management buyout involving a renewable energy business with material operations in Illinois; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze second-request preparedness for the strategic acquirer in a cross-border acquisition involving a enterprise software business with material operations in Canada; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to second-request preparedness for the private equity sponsor in a strategic acquisition involving a enterprise software business with material operations in Massachusetts; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding foreign competition filing requirements for the target company in a private equity acquisition involving a data analytics business with material operations in Ireland; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning market definition issues for the target company in a strategic acquisition involving a telecommunications business with material operations in Japan; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to clean-team procedures for the seller in a private equity acquisition involving a e-commerce business with material operations in Singapore; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning customer concentration information for the seller in a asset purchase involving a e-commerce business with material operations in Illinois; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to gun-jumping restrictions for the target company in a carve-out acquisition involving a medical devices business with material operations in Delaware; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze HSR filing requirements for the target company in a cross-border acquisition involving a consumer products business with material operations in Japan; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A104,,Review transaction facts relevant to competitive overlap analysis for the buyer in a public company merger involving a professional services business with material operations in Delaware; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning gun-jumping restrictions for the target company in a reverse triangular merger involving a cybersecurity business with material operations in Japan; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning clean-team procedures for the target company in a going-private transaction involving a logistics business with material operations in Canada; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze foreign competition filing requirements for the seller in a stock purchase involving a fintech business with material operations in Ireland; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding customer concentration information for the seller in a divestiture involving a insurance business with material operations in Singapore; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze competitive overlap analysis for the buyer in a private equity acquisition involving a renewable energy business with material operations in New York; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding customer concentration information for the seller in a public company merger involving a medical devices business with material operations in the Netherlands; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A108,,Communicate with competition authority regarding foreign competition filing requirements for the private equity sponsor in a public company merger involving a enterprise software business with material operations in New York; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A109,,Participate in regulatory strategy meeting concerning market definition issues for the private equity sponsor in a statutory merger involving a data analytics business with material operations in Singapore; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF10,A102,,Research and analyze competitive overlap analysis for the seller in a bolt-on acquisition involving a renewable energy business with material operations in Illinois; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MF10,A106,,Advise client regarding foreign competition filing requirements for the target company in a strategic acquisition involving a renewable energy business with material operations in Ireland; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF20,A105,,Coordinate privacy and cybersecurity specialist review concerning privacy compliance program for the seller in a asset purchase involving a cybersecurity business with material operations in Canada; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A105,,Coordinate privacy and cybersecurity specialist review concerning data breach response procedures for the target company in a carve-out acquisition involving a fintech business with material operations in New York; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A104,,Review and analyze data retention requirements for transaction risk for the private equity sponsor in a sale of a business division involving a data analytics business with material operations in the United Kingdom; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A102,,Research legal requirements affecting consumer privacy obligations for the strategic acquirer in a tender offer involving a fintech business with material operations in California; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A105,,Coordinate privacy and cybersecurity specialist review concerning consumer privacy obligations for the private equity sponsor in a sale of a business division involving a logistics business with material operations in Illinois; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A106,,Advise client regarding transaction implications of data retention requirements for the seller in a strategic acquisition involving a specialty chemicals business with material operations in Japan; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MF20,A105,,Coordinate privacy and cybersecurity specialist review concerning international data transfers for the strategic acquirer in a minority investment with acquisition rights involving a automotive technology business with material operations in New York; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A106,,Advise client regarding transaction implications of privacy-related representations and warranties for the private equity sponsor in a private equity acquisition involving a data analytics business with material operations in Canada; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MF20,A104,,Review and analyze information security controls for transaction risk for the seller in a private equity acquisition involving a professional services business with material operations in the United Kingdom; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A106,,Advise client regarding transaction implications of data breach response procedures for the private equity sponsor in a carve-out acquisition involving a biotechnology business with material operations in New York; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MF20,A103,,Draft specialist diligence findings regarding information security controls for the target company in a strategic acquisition involving a SaaS business with material operations in the Netherlands; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A104,,Review and analyze international data transfers for transaction risk for the seller in a public company merger involving a automotive technology business with material operations in Delaware; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A103,,Draft specialist diligence findings regarding privacy compliance program for the private equity sponsor in a carve-out acquisition involving a medical devices business with material operations in New York; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A105,,Coordinate privacy and cybersecurity specialist review concerning data breach response procedures for the strategic acquirer in a bolt-on acquisition involving a industrial manufacturing business with material operations in Canada; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A106,,Advise client regarding transaction implications of data retention requirements for the seller in a minority investment with acquisition rights involving a logistics business with material operations in Germany; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MF20,A102,,Research legal requirements affecting data retention requirements for the private equity sponsor in a carve-out acquisition involving a SaaS business with material operations in Illinois; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A103,,Draft specialist diligence findings regarding consumer privacy obligations for the target company in a strategic acquisition involving a biotechnology business with material operations in California; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A106,,Advise client regarding transaction implications of international data transfers for the buyer in a asset purchase involving a SaaS business with material operations in France; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MF20,A105,,Coordinate privacy and cybersecurity specialist review concerning cybersecurity incident history for the private equity sponsor in a management buyout involving a semiconductors business with material operations in France; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A106,,Advise client regarding transaction implications of cybersecurity incident history for the private equity sponsor in a divestiture involving a professional services business with material operations in California; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MF20,A105,,Coordinate privacy and cybersecurity specialist review concerning cybersecurity incident history for the buyer in a carve-out acquisition involving a medical devices business with material operations in Singapore; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A106,,Advise client regarding transaction implications of security audit reports for the target company in a public company merger involving a specialty chemicals business with material operations in Ireland; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MF20,A102,,Research legal requirements affecting privacy-related representations and warranties for the target company in a statutory merger involving a cybersecurity business with material operations in the United Kingdom; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A104,,Review and analyze consumer privacy obligations for transaction risk for the target company in a cross-border acquisition involving a SaaS business with material operations in the United Kingdom; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A104,,Review and analyze consumer privacy obligations for transaction risk for the target company in a minority investment with acquisition rights involving a consumer products business with material operations in the Netherlands; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A104,,Review and analyze consumer privacy obligations for transaction risk for the private equity sponsor in a tender offer involving a consumer products business with material operations in Delaware; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A102,,Research legal requirements affecting data retention requirements for the private equity sponsor in a divestiture involving a biotechnology business with material operations in the Netherlands; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MF20,A103,,Draft specialist diligence findings regarding privacy-related representations and warranties for the seller in a going-private transaction involving a renewable energy business with material operations in Ireland; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
